,Cumulative_shifted,Correct_start,Correct_stop,Episode_order,Season,Episode,Start_formatted,Stop_formatted,Speaker,Actual,
112,108188,405.164687500015,408.944687499999,101,1,1,0 days 00:06:45.164688,0 days 00:06:48.944687,13,,
113,108188,407.932187500017,408.556562500016,101,1,1,0 days 00:06:47.932188,0 days 00:06:48.556563,18,,
114,108188,408.944687499999,409.501562499994,101,1,1,0 days 00:06:48.944687,0 days 00:06:49.501562,18,,
115,108188,409.518437499995,411.222812499997,101,1,1,0 days 00:06:49.518437,0 days 00:06:51.222812,18,,
116,108188,412.792187500018,420.048437499994,101,1,1,0 days 00:06:52.792188,0 days 00:07:00.048437,18,,
117,108188,420.537812499999,422.107187500005,101,1,1,0 days 00:07:00.537812,0 days 00:07:02.107188,18,,
118,108188,422.157812499994,424.435937500006,101,1,1,0 days 00:07:02.157812,0 days 00:07:04.435938,18,,
119,108188,424.689062499994,428.907812499994,101,1,1,0 days 00:07:04.689062,0 days 00:07:08.907812,18,,
120,108188,428.907812499994,431.9453125,101,1,1,0 days 00:07:08.907812,0 days 00:07:11.945312,12,,
121,108188,431.9453125,436.299062499995,101,1,1,0 days 00:07:11.945312,0 days 00:07:16.299062,13,,
122,108188,437.665937500016,438.492812500015,101,1,1,0 days 00:07:17.665938,0 days 00:07:18.492813,18,,
123,108188,438.492812500015,440.619062500016,101,1,1,0 days 00:07:18.492813,0 days 00:07:20.619063,2,,
124,108188,440.669687500005,441.699062500018,101,1,1,0 days 00:07:20.669688,0 days 00:07:21.699063,2,,
125,108188,442.525937500017,445.951562500006,101,1,1,0 days 00:07:22.525938,0 days 00:07:25.951563,2,,
126,108188,445.951562500006,446.508437500015,101,1,1,0 days 00:07:25.951563,0 days 00:07:26.508438,9,,
127,108188,446.575937500005,446.997812500005,101,1,1,0 days 00:07:26.575938,0 days 00:07:26.997813,9,,
128,108188,446.997812500005,453.005312499998,101,1,1,0 days 00:07:26.997813,0 days 00:07:33.005312,2,,
129,108188,453.005312499998,453.494687500017,101,1,1,0 days 00:07:33.005312,0 days 00:07:33.494688,6,,
130,108188,453.612812499996,454.591562500005,101,1,1,0 days 00:07:33.612812,0 days 00:07:34.591563,3,,
131,108188,454.675937499997,455.941562499997,101,1,1,0 days 00:07:34.675937,0 days 00:07:35.941562,3,,
132,108188,455.907812499994,456.599687499998,101,1,1,0 days 00:07:35.907812,0 days 00:07:36.599687,1,,
133,108188,455.941562499997,458.9453125,101,1,1,0 days 00:07:35.941562,0 days 00:07:38.945312,14,,
134,108188,457.915937500016,461.949062500018,101,1,1,0 days 00:07:37.915938,0 days 00:07:41.949063,4,,
135,108188,463.501562499994,466.218437500007,101,1,1,0 days 00:07:43.501562,0 days 00:07:46.218438,6,,
136,108188,471.787187499998,472.225937499999,101,1,1,0 days 00:07:51.787187,0 days 00:07:52.225937,5,,
137,108188,472.917812500018,473.660312499997,101,1,1,0 days 00:07:52.917813,0 days 00:07:53.660312,5,,
138,108188,476.005937499998,476.984687499993,101,1,1,0 days 00:07:56.005937,0 days 00:07:56.984687,6,,
139,108188,488.611562499995,490.1640625,101,1,1,0 days 00:08:08.611562,0 days 00:08:10.164062,4,,
140,108188,490.940312499995,498.449687500019,101,1,1,0 days 00:08:10.940312,0 days 00:08:18.449688,4,,
141,108188,501.841562500005,502.921562500007,101,1,1,0 days 00:08:21.841563,0 days 00:08:22.921563,14,,
142,108188,503.950937500005,504.440312499995,101,1,1,0 days 00:08:23.950938,0 days 00:08:24.440312,11,,
143,108188,504.5078125,506.1953125,101,1,1,0 days 00:08:24.507812,0 days 00:08:26.195312,6,,
144,108188,506.397812499999,508.962812500016,101,1,1,0 days 00:08:26.397812,0 days 00:08:28.962813,6,,
145,108188,509.249687500007,510.194687499999,101,1,1,0 days 00:08:29.249688,0 days 00:08:30.194687,6,,
146,108188,511.831562499996,513.215312500019,101,1,1,0 days 00:08:31.831562,0 days 00:08:33.215313,6,,
147,108188,513.215312500019,513.924062499995,101,1,1,0 days 00:08:33.215313,0 days 00:08:33.924062,14,,
148,108188,515.746562500019,519.374687500007,101,1,1,0 days 00:08:35.746563,0 days 00:08:39.374688,14,,
149,108188,520.944062499999,521.872187500019,101,1,1,0 days 00:08:40.944062,0 days 00:08:41.872188,14,,
150,108188,528.234062500007,529.938437499994,101,1,1,0 days 00:08:48.234063,0 days 00:08:49.938437,6,,
151,108188,530.495312500018,530.917187500017,101,1,1,0 days 00:08:50.495313,0 days 00:08:50.917188,14,,
152,108188,530.950937500005,531.406562499993,101,1,1,0 days 00:08:50.950938,0 days 00:08:51.406562,14,,
153,108188,531.423437499994,536.300312499996,101,1,1,0 days 00:08:51.423437,0 days 00:08:56.300312,14,,
154,108188,541.177187499998,543.624062500006,101,1,1,0 days 00:09:01.177187,0 days 00:09:03.624063,20,,
155,108188,545.0078125,548.517812499995,101,1,1,0 days 00:09:05.007812,0 days 00:09:08.517812,20,,
156,108188,550.4921875,550.981562500019,101,1,1,0 days 00:09:10.492188,0 days 00:09:10.981563,20,,
