Start,Stop,,Start_formatted,Stop_formatted,Speaker,Actual,Clarity
3018.2203125,3018.2709375,,0 days 00:50:18.220313,0 days 00:50:18.270938,1,,
3018.2709375,3018.4059375,,0 days 00:50:18.270938,0 days 00:50:18.405938,12,,
3018.4059375,3019.5028125,,0 days 00:50:18.405938,0 days 00:50:19.502812,1,,
3019.5028125,3019.9415625,,0 days 00:50:19.502812,0 days 00:50:19.941563,12,,
3019.9415625,3022.0003125,,0 days 00:50:19.941563,0 days 00:50:22.000313,1,,
3022.0003125,3022.0509375,,0 days 00:50:22.000313,0 days 00:50:22.050938,12,,
3022.0509375,3022.1184375,,0 days 00:50:22.050938,0 days 00:50:22.118438,1,,
3022.7596875,3031.0790625,,0 days 00:50:22.759687,0 days 00:50:31.079062,12,,
3032.7328125,3033.5934375,,0 days 00:50:32.732813,0 days 00:50:33.593438,12,,
3038.4365625,3040.6471875,,0 days 00:50:38.436563,0 days 00:50:40.647188,12,,
3066.9553125,3066.9890625,,0 days 00:51:06.955313,0 days 00:51:06.989062,3,,
3067.4615625,3076.4896875,,0 days 00:51:07.461563,0 days 00:51:16.489688,3,,
3084.7415625,3086.1759375,,0 days 00:51:24.741563,0 days 00:51:26.175938,15,,
3087.4753125,3088.4203125,,0 days 00:51:27.475313,0 days 00:51:28.420313,1,,
3088.4540625,3088.4878125,,0 days 00:51:28.454062,0 days 00:51:28.487813,1,,
3090.4621875,3090.4959375,,0 days 00:51:30.462188,0 days 00:51:30.495937,1,,
3094.4615625,3094.8328125,,0 days 00:51:34.461563,0 days 00:51:34.832812,1,,
3094.9509375,3106.8140625,,0 days 00:51:34.950937,0 days 00:51:46.814063,1,,
3101.9878125,3102.0046875,,0 days 00:51:41.987813,0 days 00:51:42.004687,3,,
3102.0046875,3102.3928125,,0 days 00:51:42.004687,0 days 00:51:42.392813,9,,
3102.3928125,3105.9871875,,0 days 00:51:42.392813,0 days 00:51:45.987187,3,,
3113.5978125,3116.5509375,,0 days 00:51:53.597813,0 days 00:51:56.550938,1,,
3117.6984375,3118.9809375,,0 days 00:51:57.698438,0 days 00:51:58.980938,10,,
3120.0440625,3120.4996875,,0 days 00:52:00.044063,0 days 00:52:00.499688,6,,
3120.4996875,3122.0184375,,0 days 00:52:00.499688,0 days 00:52:02.018437,14,,
3122.0184375,3125.6296875,,0 days 00:52:02.018437,0 days 00:52:05.629687,1,,
3126.3890625,3127.1821875,,0 days 00:52:06.389063,0 days 00:52:07.182188,1,,
3136.2609375,3137.8978125,,0 days 00:52:16.260938,0 days 00:52:17.897813,14,,
3139.2309375,3141.8465625,,0 days 00:52:19.230938,0 days 00:52:21.846562,14,,
3141.4921875,3141.5428125,,0 days 00:52:21.492188,0 days 00:52:21.542812,1,,
3141.6271875,3141.7453125,,0 days 00:52:21.627188,0 days 00:52:21.745313,1,,
3141.8296875,3143.2978125,,0 days 00:52:21.829688,0 days 00:52:23.297812,1,,
3147.2803125,3148.1071875,,0 days 00:52:27.280313,0 days 00:52:28.107187,6,,
3150.8409375,3152.8321875,,0 days 00:52:30.840938,0 days 00:52:32.832188,14,,
3152.8321875,3153.5071875,,0 days 00:52:32.832188,0 days 00:52:33.507188,3,,
3153.5071875,3155.4815625,,0 days 00:52:33.507188,0 days 00:52:35.481563,1,,
3158.1984375,3159.0759375,,0 days 00:52:38.198438,0 days 00:52:39.075937,10,,
3171.7659375,3172.4915625,,0 days 00:52:51.765938,0 days 00:52:52.491563,3,,
3182.6840625,3184.2534375,,0 days 00:53:02.684063,0 days 00:53:04.253438,13,,
3184.7765625,3187.3415625,,0 days 00:53:04.776563,0 days 00:53:07.341562,13,,
3189.0290625,3189.8896875,,0 days 00:53:09.029062,0 days 00:53:09.889688,13,,
3192.7921875,3198.4453125,,0 days 00:53:12.792188,0 days 00:53:18.445312,13,,
3198.4453125,3201.5671875,,0 days 00:53:18.445312,0 days 00:53:21.567187,6,,
3202.3434375,3205.0771875,,0 days 00:53:22.343438,0 days 00:53:25.077188,13,,
3212.5359375,3215.6578125,,0 days 00:53:32.535937,0 days 00:53:35.657813,13,,
3215.6578125,3222.4415625,,0 days 00:53:35.657813,0 days 00:53:42.441563,6,,
3222.4415625,3223.1840625,,0 days 00:53:42.441563,0 days 00:53:43.184063,13,,
3224.1290625,3225.6309375,,0 days 00:53:44.129063,0 days 00:53:45.630938,13,,
3226.7784375,3232.8534375,,0 days 00:53:46.778438,0 days 00:53:52.853437,13,,
3234.0684375,3237.3759375,,0 days 00:53:54.068438,0 days 00:53:57.375937,13,,
3241.4765625,3245.0034375,,0 days 00:54:01.476562,0 days 00:54:05.003438,3,,
3245.0034375,3247.5853125,,0 days 00:54:05.003438,0 days 00:54:07.585313,6,,
3247.9565625,3248.2940625,,0 days 00:54:07.956563,0 days 00:54:08.294063,6,,
3248.4628125,3250.4878125,,0 days 00:54:08.462812,0 days 00:54:10.487813,6,,
3251.5171875,3252.5128125,,0 days 00:54:11.517188,0 days 00:54:12.512813,6,,
3252.9515625,3252.9853125,,0 days 00:54:12.951563,0 days 00:54:12.985312,6,,
3253.4578125,3253.4915625,,0 days 00:54:13.457812,0 days 00:54:13.491563,7,,
3262.6715625,3266.2996875,,0 days 00:54:22.671563,0 days 00:54:26.299687,13,,
3269.1684375,3270.7040625,,0 days 00:54:29.168438,0 days 00:54:30.704062,13,,
3274.1465625,3278.0615625,,0 days 00:54:34.146563,0 days 00:54:38.061563,6,,
3279.4959375,3279.5465625,,0 days 00:54:39.495937,0 days 00:54:39.546563,6,,
3279.5465625,3279.5634375,,0 days 00:54:39.546563,0 days 00:54:39.563437,13,,
3279.5634375,3279.6815625,,0 days 00:54:39.563437,0 days 00:54:39.681562,6,,
3279.6815625,3281.4871875,,0 days 00:54:39.681562,0 days 00:54:41.487187,13,,
3283.3434375,3284.6596875,,0 days 00:54:43.343438,0 days 00:54:44.659688,13,,
3288.6421875,3296.1346875,,0 days 00:54:48.642188,0 days 00:54:56.134687,13,,
3297.4171875,3298.5140625,,0 days 00:54:57.417188,0 days 00:54:58.514063,6,,
3303.8803125,3305.3653125,,0 days 00:55:03.880313,0 days 00:55:05.365313,18,,
3309.8878125,3311.7946875,,0 days 00:55:09.887813,0 days 00:55:11.794687,18,,
3311.9465625,3311.9971875,,0 days 00:55:11.946563,0 days 00:55:11.997188,18,,
3312.4528125,3312.4865625,,0 days 00:55:12.452813,0 days 00:55:12.486563,18,,
3322.1896875,3323.1009375,,0 days 00:55:22.189688,0 days 00:55:23.100938,13,,
